,Id,redcap_repeat_instrument,redcap_repeat_instance,BIRTHDATE,DEATHDATE,ssn_patient,drivers_patient,passport_patient,prefix_patient,first_patient,last_patient,suffix_patient,maiden_patient,marital_patient,race_patient,ethnicity_patient,GENDER,birthplace_patient,address_patient,city_patient,state_patient,fips_patient,county_patient,zip_patient,lat_patient,lon_patient,healthcare_expenses_patient,healthcare_coverage_patient,income_patient,patients_complete,start_medication,stop_medication,payer_medication,encounter_medication,code_medication,description_medication,base_cost_medication,payer_coverage_medication,dispenses_medication,totalcost_medication,reasoncode_medication,reasondescription_medication,medications_complete,start_condition,stop_condition,encounter_condition,code_condition,description_condition,conditions_complete,PATIENT,Medication,DESCRIPTION_condition,START_condition,earliest_medication_starttime,Status,start_time,end_time,Time,Age_cancer
10,891c8475-0b92-2b98-bc69-32ae5e069821,,,1972-07-26,,999-97-5529,S99977669,X70132677X,Mrs.,Katherine209,Kuhic920,,Wolff180,1.0,white,nonhispanic,F,Cambridge  Massachusetts  US,549 Von Esplanade Suite 54,Chicopee,Massachusetts,25013.0,Hampden County,1020.0,42.19208891,-72.54821983,70347.0,2016721.63,58155.0,0.0,,,,,,,,,,,,,,,,,,,,891c8475-0b92-2b98-bc69-32ae5e069821,paclitaxel 100 mg injection,Malignant neoplasm of breast (disorder),2013-04-18,2013-11-07,0,2013-11-07,2023-01-21,3362,41.0
11,0983c162-60e8-ef34-712c-045875c66164,,,1968-05-06,1974-05-05,999-39-8131,,,,Madelaine318,Crooks415,,,,white,nonhispanic,F,Boston  Massachusetts  US,1089 Herman Bridge Apt 27,Wilbraham,Massachusetts,25013.0,Hampden County,1095.0,42.07864226,-72.42586446,4270.0,138382.12,11234.0,0.0,,,,,,,,,,,,,,,,,,,,0983c162-60e8-ef34-712c-045875c66164,paclitaxel 100 mg injection,Malignant neoplasm of breast (disorder),1973-03-31,1973-04-10,1,1973-04-10,1974-05-05,390,5.0
12,1307daef-336c-05c5-3830-f6a5388da4ee,,,1939-08-18,,999-19-1039,S99927369,X24164835X,Mrs.,Bobbi508,Dickens475,,Hermann103,1.0,white,nonhispanic,F,Springfield  Massachusetts  US,564 Leannon Well Unit 1,New Bedford,Massachusetts,25005.0,Bristol County,2747.0,41.68531173,-70.92053988,1001689.41,138556.01,45454.0,0.0,,,,,,,,,,,,,,,,,,,,1307daef-336c-05c5-3830-f6a5388da4ee,paclitaxel 100 mg injection,Malignant neoplasm of breast (disorder),2012-07-26,2012-12-21,0,2012-12-21,2023-01-21,3683,73.0
13,acccfe10-ecb0-7409-e8dc-8a75437fd033,,,1952-03-18,2011-12-02,999-23-5041,S99923514,X63114346X,Mrs.,Diana207,Collado928,,Magaña874,1.0,white,hispanic,F,Bayamon  Puerto Rico  PR,423 Bernhard Street,Boston,Massachusetts,25025.0,Suffolk County,2135.0,42.33515543,-71.04158764,1377225.01,397981.72,52849.0,0.0,,,,,,,,,,,,,,,,,,,,acccfe10-ecb0-7409-e8dc-8a75437fd033,100 ml epirubicin hydrochloride 2 mg/ml injection,Malignant neoplasm of breast (disorder),2011-01-22,2011-01-28,1,2011-01-28,2011-12-02,308,59.0
14,b00507bb-29dd-7d6b-8591-614b11032cad,,,1953-10-16,2015-05-01,999-51-6786,S99972139,X76329421X,Mrs.,Lien262,Metz686,,Gaylord332,1.0,white,nonhispanic,F,North Attleborough  Massachusetts  US,472 Pagac Harbor Apt 47,Lynn,Massachusetts,25009.0,Essex County,1907.0,42.47237426,-70.9394688,138307.8,295220.45,25068.0,0.0,,,,,,,,,,,,,,,,,,,,b00507bb-29dd-7d6b-8591-614b11032cad,100 ml epirubicin hydrochloride 2 mg/ml injection,Malignant neoplasm of breast (disorder),2013-12-07,2014-06-05,1,2014-06-05,2015-05-01,330,60.0
15,b526681b-ad04-f136-887c-f8ad4b37b288,,,1979-05-28,,999-77-4865,S99916768,X13747857X,Mrs.,Georgette866,Frami345,,White193,1.0,white,nonhispanic,F,Pembroke  Massachusetts  US,370 Dach Heights Suite 11,Attleboro,Massachusetts,25005.0,Bristol County,2703.0,41.86126827,-71.40082604,413445.41,499091.06,39434.0,0.0,,,,,,,,,,,,,,,,,,,,b526681b-ad04-f136-887c-f8ad4b37b288,100 ml epirubicin hydrochloride 2 mg/ml injection,Malignant neoplasm of breast (disorder),2021-07-17,2021-08-08,0,2021-08-08,2023-01-21,531,42.0
16,b974042c-5140-fb7e-8ac3-ddd62d8bd801,,,1953-02-02,2022-05-24,999-38-6373,S99964817,X37641232X,Mr.,Dick869,Wiza601,,,2.0,white,nonhispanic,M,Ipswich  Massachusetts  US,449 Parker Trail Unit 75,Boston,Massachusetts,25017.0,Suffolk County,2467.0,42.27696086,-71.05598281,62682.89,1198188.74,108233.0,0.0,,,,,,,,,,,,,,,,,,,,b974042c-5140-fb7e-8ac3-ddd62d8bd801,paclitaxel 100 mg injection,Malignant neoplasm of breast (disorder),2013-10-10,2013-10-23,1,2013-10-23,2022-05-24,3135,61.0
17,d3ceaa3a-c4f1-3df6-0e59-bcca63ec91eb,,,1914-06-21,2000-04-29,999-87-1961,S99987049,X50787067X,Mrs.,Shaunna800,Breitenberg711,,Pollich983,1.0,white,nonhispanic,F,Cambridge  Massachusetts  US,418 Herman Mews Apt 20,West Yarmouth,Massachusetts,25001.0,Barnstable County,2673.0,41.63543062,-70.21246446,848502.97,666304.64,25362.0,0.0,,,,,,,,,,,,,,,,,,,,d3ceaa3a-c4f1-3df6-0e59-bcca63ec91eb,paclitaxel 100 mg injection,Malignant neoplasm of breast (disorder),1999-04-27,1999-05-06,1,1999-05-06,2000-04-29,359,85.0
18,d32d4e9e-ce00-b848-9977-80ab604ca582,,,1972-07-01,,999-96-9870,S99972212,X58593278X,Mrs.,Glinda951,Crist667,,Miller503,1.0,white,nonhispanic,F,Boston  Massachusetts  US,766 Feest Branch Suite 75,Somerville,Massachusetts,25017.0,Middlesex County,2155.0,42.37223719,-71.18268735,81944.79,2242416.3,66944.0,0.0,,,,,,,,,,,,,,,,,,,,d32d4e9e-ce00-b848-9977-80ab604ca582,paclitaxel 100 mg injection,Malignant neoplasm of breast (disorder),2016-10-29,2016-11-12,0,2016-11-12,2023-01-21,2261,44.0
19,e74567d2-8e16-eeb0-b297-3ac0f9f5319b,,,1952-10-28,2005-05-01,999-95-8599,S99983329,X38912471X,Mrs.,Otelia900,Hettinger594,,Kuhlman484,1.0,white,nonhispanic,F,Agawam  Massachusetts  US,484 Gottlieb Hollow Suite 86,Springfield,Massachusetts,25013.0,Hampden County,1199.0,42.15583397,-72.58243633,13008.14,790255.14,10927.0,0.0,,,,,,,,,,,,,,,,,,,,e74567d2-8e16-eeb0-b297-3ac0f9f5319b,100 ml epirubicin hydrochloride 2 mg/ml injection,Malignant neoplasm of breast (disorder),2004-08-13,2004-08-21,1,2004-08-21,2005-05-01,253,52.0
20,Added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ml epirubicin hydrochloride 2 mg/ml injection,,,,0,,,0,
21,Added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paclitaxel 100 mg injection,,,,0,,,0,
